database.name	Term	Genes	P.value	Adjusted.P.value
GO_Molecular_Function_2018	myosin binding (GO:0017022)	TRAK2	0.2763858462398367	0.43490957957338094
GO_Molecular_Function_2018	RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)	RFX7;NR2C2;CLOCK	0.27802808329621265	0.43490957957338094
GO_Molecular_Function_2018	S-adenosylmethionine-dependent methyltransferase activity (GO:0008757)	PCMTD1	0.28146281464982054	0.43490957957338094
GO_Molecular_Function_2018	protein-lysine N-methyltransferase activity (GO:0016279)	KMT2A	0.28146281464982054	0.43490957957338094
GO_Molecular_Function_2018	flavin adenine dinucleotide binding (GO:0050660)	MTHFR	0.2865044149796206	0.43490957957338094
GO_Molecular_Function_2018	histone methyltransferase activity (GO:0042054)	KMT2A	0.2865044149796206	0.43490957957338094
GO_Molecular_Function_2018	phospholipid transporter activity (GO:0005548)	ATP8B2	0.2865044149796206	0.43490957957338094
GO_Molecular_Function_2018	ATP-dependent microtubule motor activity (GO:1990939)	KIF5C	0.2865044149796206	0.43490957957338094
GO_Molecular_Function_2018	protein tyrosine kinase binding (GO:1990782)	CBL	0.2865044149796206	0.43490957957338094
GO_Molecular_Function_2018	ribonuclease activity (GO:0004540)	ERN1	0.2915108919386749	0.43623261134085395
GO_Molecular_Function_2018	L-amino acid transmembrane transporter activity (GO:0015179)	SLC7A5	0.2915108919386749	0.43623261134085395
GO_Molecular_Function_2018	transcriptional activator activity, RNA polymerase II transcription factor binding (GO:0001190)	CLOCK	0.2964824884084789	0.4405479229168243
GO_Molecular_Function_2018	methylation-dependent protein binding (GO:0140034)	MBTD1	0.30632200343682264	0.44610465868941224
GO_Molecular_Function_2018	extracellular ligand-gated ion channel activity (GO:0005230)	GABRB2	0.30632200343682264	0.44610465868941224
GO_Molecular_Function_2018	core promoter proximal region sequence-specific DNA binding (GO:0000987)	RFX7;NR2C2;CLOCK	0.30853682672561344	0.44610465868941224
GO_Molecular_Function_2018	adenyl ribonucleotide binding (GO:0032559)	ERN1;SIK2;CDC42BPA	0.3104498763084308	0.44610465868941224
GO_Molecular_Function_2018	repressing transcription factor binding (GO:0070491)	HDAC4	0.31119039954812566	0.44610465868941224
GO_Molecular_Function_2018	SH3 domain binding (GO:0017124)	CBL	0.32082565075119884	0.44610465868941224
GO_Molecular_Function_2018	methylated histone binding (GO:0035064)	MBTD1	0.32082565075119884	0.44610465868941224
GO_Molecular_Function_2018	protein homodimerization activity (GO:0042803)	ERN1;CANT1;KMT2A;MAP3K9;HIF1AN;ADD2	0.32124246520137617	0.44610465868941224
GO_Molecular_Function_2018	chloride transmembrane transporter activity (GO:0015108)	GABRB2	0.3255929736406137	0.44610465868941224
GO_Molecular_Function_2018	amino acid transmembrane transporter activity (GO:0015171)	SLC7A5	0.3255929736406137	0.44610465868941224
GO_Molecular_Function_2018	ATPase activity, coupled to movement of substances (GO:0043492)	ATP8B2	0.3255929736406137	0.44610465868941224
GO_Molecular_Function_2018	transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)	FASN	0.3255929736406137	0.44610465868941224
GO_Molecular_Function_2018	transcription coactivator activity (GO:0003713)	TCF20;NR2C2;ARID1B	0.3334257191239356	0.4507922170713437
GO_Molecular_Function_2018	transcription regulatory region sequence-specific DNA binding (GO:0000976)	KDM3B;KMT2A;NR2C2	0.3353405160010445	0.4507922170713437
GO_Molecular_Function_2018	Rho guanyl-nucleotide exchange factor activity (GO:0005089)	GNA13	0.3396965048073159	0.4507922170713437
GO_Molecular_Function_2018	kinase inhibitor activity (GO:0019210)	FLRT1	0.3396965048073159	0.4507922170713437
GO_Molecular_Function_2018	double-stranded RNA binding (GO:0003725)	AGO1	0.3396965048073159	0.4507922170713437
GO_Molecular_Function_2018	protein serine/threonine phosphatase activity (GO:0004722)	PPM1L	0.34893577379226814	0.45730092093272406
GO_Molecular_Function_2018	chloride channel activity (GO:0005254)	GABRB2	0.34893577379226814	0.45730092093272406
GO_Molecular_Function_2018	protein tyrosine phosphatase activity (GO:0004725)	EYA3	0.35350715837993213	0.46043216307509677
GO_Molecular_Function_2018	mRNA binding (GO:0003729)	SF3B1;PUM2	0.3571511319016016	0.46065760979863085
GO_Molecular_Function_2018	mRNA 3'-UTR binding (GO:0003730)	PUM2	0.358046673018841	0.46065760979863085
GO_Molecular_Function_2018	carboxylic acid transmembrane transporter activity (GO:0046943)	SLC7A5	0.36255453832953627	0.4608373951056154
GO_Molecular_Function_2018	G-protein coupled peptide receptor activity (GO:0008528)	OPRD1	0.36255453832953627	0.4608373951056154
GO_Molecular_Function_2018	anion channel activity (GO:0005253)	GABRB2	0.37147619579151947	0.4664987535265697
GO_Molecular_Function_2018	secondary active transmembrane transporter activity (GO:0015291)	SLC7A5	0.37147619579151947	0.4664987535265697
GO_Molecular_Function_2018	metal ion binding (GO:0046872)	ERN1;CANT1;SIK2;CDC42BPA	0.37410045279074405	0.4664987535265697
GO_Molecular_Function_2018	protein kinase inhibitor activity (GO:0004860)	FLRT1	0.3758904216181217	0.4664987535265697
GO_Molecular_Function_2018	activating transcription factor binding (GO:0033613)	HDAC4	0.380273865433981	0.4664987535265697
GO_Molecular_Function_2018	ligand-gated ion channel activity (GO:0015276)	GABRB2	0.380273865433981	0.4664987535265697
GO_Molecular_Function_2018	sodium ion transmembrane transporter activity (GO:0015081)	SLC8A3	0.3932416286912648	0.4796184026234501
GO_Molecular_Function_2018	microtubule binding (GO:0008017)	KIF5C;KIF21B	0.3970834433096713	0.4815207272318428
GO_Molecular_Function_2018	endonuclease activity (GO:0004519)	ERN1	0.4017367625718065	0.4843797537294353
GO_Molecular_Function_2018	thiol-dependent ubiquitin-specific protease activity (GO:0004843)	OTUD3	0.41425853308725313	0.4966394913716501
GO_Molecular_Function_2018	ATPase activity (GO:0016887)	KIF5C;KIF21B	0.416628469340285	0.49665879678418157
GO_Molecular_Function_2018	MAP kinase kinase kinase activity (GO:0004709)	MAP3K9	0.42246146258046197	0.5007829696880757
GO_Molecular_Function_2018	phosphatidylinositol phosphate binding (GO:1901981)	SH3PXD2B	0.43455247250514484	0.5098711056426011
GO_Molecular_Function_2018	DNA binding (GO:0003677)	HDAC4;ZMYM3;ARID4A;TCF20;FOXN2;NR2C2;CLOCK	0.4349611327756786	0.5098711056426011
GO_Molecular_Function_2018	histone deacetylase binding (GO:0042826)	HDAC4	0.4502837137614959	0.5249163735009703
GO_Molecular_Function_2018	phosphatidylinositol bisphosphate binding (GO:1902936)	SH3PXD2B	0.4579855995441643	0.5309613269440586
GO_Molecular_Function_2018	growth factor receptor binding (GO:0070851)	ERN1	0.47677477050108313	0.5497239157143636
GO_Molecular_Function_2018	integrin binding (GO:0005178)	ADAM22	0.4841080667484399	0.5551456634995697
GO_Molecular_Function_2018	phosphatase binding (GO:0019902)	SLC9A3R2	0.5124346910952726	0.584452539573527
GO_Molecular_Function_2018	phosphatase activity (GO:0016791)	PDPR	0.5192716142409801	0.5890661860475636
GO_Molecular_Function_2018	GTPase activator activity (GO:0005096)	FAM13B;ARRB1	0.5221966180073659	0.5892165048104504
GO_Molecular_Function_2018	purine ribonucleoside triphosphate binding (GO:0035639)	ERN1;SIK2;CDC42BPA	0.5263411201375001	0.5907339167500666
GO_Molecular_Function_2018	protein heterodimerization activity (GO:0046982)	NR2C2;ADD2	0.5558451089055335	0.6205466559739026
GO_Molecular_Function_2018	protease binding (GO:0002020)	NFRKB	0.5645370288083877	0.6269332267293147
GO_Molecular_Function_2018	nucleoside-triphosphatase activity (GO:0017111)	GNA13;KIF5C;KIF21B	0.5727121632172258	0.6297376108450226
GO_Molecular_Function_2018	RNA polymerase II transcription factor binding (GO:0001085)	HDAC4	0.5736718323621349	0.6297376108450226
GO_Molecular_Function_2018	GTPase regulator activity (GO:0030695)	FAM13B;ARRB1	0.576015918924594	0.6297376108450226
GO_Molecular_Function_2018	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0000982)	NR2C2;CLOCK	0.5858504250643928	0.637187833446324
GO_Molecular_Function_2018	actin filament binding (GO:0051015)	ADD2	0.5913745252155712	0.6390254902831635
GO_Molecular_Function_2018	ubiquitin protein ligase binding (GO:0031625)	HERC2;ARRB1	0.5935971378933652	0.6390254902831635
GO_Molecular_Function_2018	ubiquitin-like protein ligase binding (GO:0044389)	HERC2;ARRB1	0.6180308935195712	0.6619518707240077
GO_Molecular_Function_2018	RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977)	RFX7;NR2C2;CLOCK	0.6280748596948855	0.6693120979576811
GO_Molecular_Function_2018	RNA binding (GO:0003723)	FAM120C;FASN;AGO1;BAZ2A;ADAR;TCF20;SF3B1;GPATCH8;PUM2	0.6415324569675855	0.6781091882861738
GO_Molecular_Function_2018	cation channel activity (GO:0005261)	KCNA1	0.642757524441871	0.6781091882861738
GO_Molecular_Function_2018	protein kinase binding (GO:0019901)	SPAG9;MAP3K2;ADD2	0.6770342663883921	0.7107175632236356
GO_Molecular_Function_2018	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077)	NR2C2	0.7090786153648152	0.7406712269404753
GO_Molecular_Function_2018	RNA polymerase II regulatory region DNA binding (GO:0001012)	NR2C2	0.7580624880594024	0.78793687182529
GO_Molecular_Function_2018	GTPase activity (GO:0003924)	GNA13	0.7915737885959938	0.8169865613973074
GO_Molecular_Function_2018	kinase binding (GO:0019900)	MAP3K2;ADD2	0.7937547160495166	0.8169865613973074
GO_Molecular_Function_2018	phosphotransferase activity, alcohol group as acceptor (GO:0016773)	MAP3K2	0.8339833177863113	0.8500989374536797
GO_Molecular_Function_2018	actin binding (GO:0003779)	ADD2	0.8339833177863113	0.8500989374536797
GO_Molecular_Function_2018	G-protein coupled receptor activity (GO:0004930)	OPRD1	0.8486549721150694	0.8608951880590366
GO_Molecular_Function_2018	kinase activity (GO:0016301)	MAP3K2	0.8620384508666281	0.8659149417205078
GO_Molecular_Function_2018	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001228)	NR2C2	0.8659149417205078	0.8659149417205078
GO_Molecular_Function_2018	calcium ion binding (GO:0005509)	CANT1	0.8659149417205078	0.8659149417205078
Descartes_Cell_Types_and_Tissue_2021	Erythroblasts in Liver	ADD2;TRAK2	0.09490481563565882	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	PAEP MECOM positive cells in Placenta	ERN1;SIK2;HS6ST3	0.13084981235045576	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	ENS neurons in Pancreas	OPRD1;MIAT;JAKMIP3	0.14526491483696002	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Erythroblasts in Muscle	SLC7A5;TRAK2;ADD2	0.15018272054802054	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	PDE1C ACSM3 positive cells in Stomach	GABRB2	0.22906035932406685	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Granule neurons in Cerebellum	KCNA1	0.2504618027261238	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Inhibitory neurons in Cerebrum	KCNA1	0.26094026107465756	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	SLC24A4 PEX5L positive cells in Cerebellum	OPRD1	0.28146281464982054	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Satellite cells in Muscle	OPRD1	0.30141944572009727	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Vascular endothelial cells in Spleen	UNC80	0.30632200343682264	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	ENS glia in Intestine	FLRT1	0.3255929736406137	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Smooth muscle cells in Intestine	KCNA1	0.3303270706095505	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Myeloid cells in Muscle	KCNQ2;WWP1	0.3571511319016016	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Erythroblasts in Spleen	ST8SIA1	0.3846267403446223	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Stromal cells in Placenta	LIN7A	0.42246146258046197	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Mesothelial cells in Liver	GABRB2;PIANP;HS6ST3	0.46115283899868775	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Neuroendocrine cells in Lung	OPRD1	0.47677477050108313	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Stromal cells in Muscle	KCNA1	0.4841080667484399	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Erythroblasts in Adrenal	TRAK2	0.5260133410282987	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Visceral neurons in Heart	PIANP	0.5293489177995421	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Megakaryocytes in Adrenal	SLC8A3	0.5326611875479199	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Sympathoblasts in Adrenal	JAKMIP3	0.5552079236027212	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Erythroblasts in Stomach	TRAK2	0.5552079236027212	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	ENS neurons in Stomach	FLRT1	0.5645370288083877	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Visceral neurons in Lung	HS6ST3;ADD2	0.5877971851629716	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Myeloid cells in Spleen	WWP1	0.6027688662081692	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Smooth muscle cells in Eye	GINS2	0.6138476861731054	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Vascular endothelial cells in Adrenal	SLC9A3R2	0.6165691129209869	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Erythroblasts in Pancreas	TRAK2	0.627265704337121	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	ENS neurons in Intestine	OPRD1	0.6695172798125051	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Stromal cells in Kidney	KCNA1	0.6921124425837286	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Schwann cells in Muscle	FLRT1	0.7172102496791465	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Vascular endothelial cells in Cerebrum	SLC9A3R2;SLC7A5;LSR	0.7281967065110839	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Erythroblasts in Intestine	TRAK2	0.7289864400789324	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Lymphoid cells in Muscle	KIF21B	0.7439338896259996	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Erythroblasts in Kidney	TRAK2	0.7563396476796467	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Megakaryocytes in Kidney	SLC8A3	0.7648337365547576	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Vascular endothelial cells in Cerebellum	SLC9A3R2;SLC7A5;LSR	0.7923814518596397	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Vascular endothelial cells in Thymus	SLC9A3R2	0.8086092735698899	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Skeletal muscle cells in Muscle	SLC8A3	0.816601102585833	0.8982612128444163
Descartes_Cell_Types_and_Tissue_2021	Megakaryocytes in Placenta	SLC8A3	0.8560141331744551	0.9091368363973191
Descartes_Cell_Types_and_Tissue_2021	Thymic epithelial cells in Thymus	LSR	0.8678124347428955	0.9091368363973191
Descartes_Cell_Types_and_Tissue_2021	Erythroblasts in Heart	TRAK2	0.9041142434131515	0.9251401560506667
Descartes_Cell_Types_and_Tissue_2021	Megakaryocytes in Cerebrum	ASB1	0.9551213765039298	0.9551213765039298
